time,pressure,thrust
5.370,171.767,1898.259
5.375,169.837,1898.259
5.380,167.907,1905.707
5.385,167.907,1791.496
5.390,164.047,1776.599
5.395,167.907,1769.151
5.400,162.117,1746.805
5.405,163.082,1764.185
5.410,164.047,1744.322
5.415,158.258,1712.045
5.420,160.187,1667.354
5.425,156.328,1709.562
5.430,158.258,1649.974
5.435,160.187,1674.803
5.440,154.398,1630.111
5.445,154.398,1640.043
5.450,156.328,1704.597
5.455,154.398,1702.114
5.460,153.433,1657.423
5.465,150.538,1637.560
5.470,152.468,1642.526
5.475,151.503,1645.008
5.480,148.608,1647.491
5.485,151.503,1573.006
5.490,145.713,1597.834
5.495,147.643,1595.352
5.500,148.608,1553.143
5.505,144.748,1602.800
5.510,146.678,1585.420
5.515,142.818,1548.177
5.520,142.818,1548.177
5.525,141.853,1555.626
5.530,142.818,1493.555
5.535,140.888,1503.486
5.540,140.888,1528.315
5.545,137.028,1488.589
5.550,138.958,1473.692
5.555,137.993,1468.726
5.560,135.098,1453.829
5.565,138.958,1446.381
5.570,132.203,1411.621
5.575,135.098,1376.861
5.580,134.133,1399.207
5.585,131.238,1384.310
5.590,131.238,1347.067
5.595,130.273,1339.619
5.600,130.273,1344.584
5.605,127.378,1319.756
5.610,129.308,1324.722
5.615,130.273,1327.204
5.620,125.448,1297.410
5.625,126.413,1282.513
5.630,125.448,1287.479
5.635,126.413,1309.824
5.640,127.378,1324.722
5.645,123.518,1294.927
5.650,123.518,1282.513
5.655,120.623,1275.065
5.660,122.553,1257.685
5.665,121.588,1255.202
5.670,120.623,1267.616
5.675,117.728,1260.168
5.680,119.658,1237.822
5.685,118.693,1247.753
5.690,117.728,1240.305
5.695,119.658,1230.373
5.700,117.728,1230.373
5.705,117.728,1222.925
5.710,119.658,1225.408
5.715,117.728,1208.028
5.720,115.798,1198.096
5.725,115.798,1193.131
5.730,115.798,1183.199
5.735,115.798,1170.785
5.740,112.903,1173.268
5.745,114.833,1165.819
5.750,114.833,1158.371
5.755,114.833,1168.302
5.760,113.868,1163.337
5.765,123.518,1138.508
5.770,113.868,1138.508
5.775,115.798,1140.991
5.780,110.973,1131.060
5.785,114.833,1136.025
5.790,113.868,1240.305
5.795,113.868,1190.648
5.800,111.938,1165.819
5.805,114.833,1198.096
5.810,113.868,1178.234
5.815,119.658,1155.888
5.820,112.903,1170.785
5.825,113.868,1168.302
5.830,109.043,1155.888
5.835,108.078,1138.508
5.840,119.658,1131.060
5.845,110.973,1153.405
5.850,110.973,1128.577
5.855,110.008,1126.094
5.860,110.008,1143.474
5.865,109.043,1128.577
5.870,110.008,1136.025
5.875,110.008,1118.645
5.880,109.043,1128.577
5.885,110.008,1101.266
5.890,108.078,1103.748
5.895,106.148,1103.748
5.900,109.043,1086.368
5.905,110.008,1111.197
5.910,104.218,1091.334
5.915,110.008,1081.403
5.920,110.973,1086.368
5.925,109.043,1071.471
5.930,106.148,1086.368
5.935,110.008,1083.886
5.940,107.113,1064.023
5.945,106.148,1068.989
5.950,108.078,1078.920
5.955,110.008,1064.023
5.960,106.148,1054.091
5.965,106.148,1051.609
5.970,106.148,1026.780
5.975,106.148,1041.677
5.980,107.113,1036.712
5.985,106.148,1019.332
5.990,104.218,1026.780
5.995,106.148,1021.815
6.000,107.113,1021.815
6.005,107.113,1016.849
6.010,108.078,1006.917
6.015,108.078,999.469
6.020,105.183,1014.366
6.025,103.253,987.055
6.030,110.008,984.572
6.035,107.113,987.055
6.040,105.183,987.055
6.045,104.218,994.503
6.050,105.183,1004.435
6.055,106.148,984.572
6.060,106.148,987.055
6.065,104.218,984.572
6.070,104.218,977.123
6.075,110.973,979.606
6.080,108.078,987.055
6.085,104.218,962.226
6.090,104.218,972.158
6.095,107.113,969.675
6.100,106.148,972.158
6.105,107.113,952.295
6.110,107.113,954.778
6.115,102.288,972.158
6.120,104.218,937.398
6.125,105.183,944.846
6.130,110.008,957.261
6.135,102.288,944.846
6.140,106.148,924.984
6.145,106.148,932.432
6.150,105.183,924.984
6.155,106.148,917.535
6.160,107.113,924.984
6.165,114.833,927.466
6.170,104.218,920.018
6.175,105.183,902.638
6.180,106.148,900.155
6.185,106.148,915.052
6.190,109.043,900.155
6.195,107.113,890.224
6.200,109.043,912.569
6.205,104.218,897.672
6.210,102.288,897.672
6.215,107.113,890.224
6.220,104.218,905.121
6.225,102.288,890.224
6.230,105.183,892.707
6.235,104.218,877.810
6.240,107.113,892.707
6.245,102.288,892.707
6.250,103.253,877.810
6.255,103.253,875.327
6.260,110.008,877.810
6.265,104.218,875.327
6.270,104.218,872.844
6.275,103.253,870.361
6.280,105.183,870.361
6.285,105.183,877.810
6.290,103.253,855.464
6.295,108.078,848.015
6.300,106.148,867.878
6.305,104.218,860.430
6.310,108.078,833.118
6.315,106.148,850.498
6.320,104.218,840.567
6.325,106.148,790.910
6.330,104.218,785.944
6.335,103.253,790.910
6.340,104.218,768.564
6.345,104.218,771.047
6.350,106.148,766.082
6.355,106.148,761.116
6.360,105.183,758.633
6.365,102.288,768.564
6.370,103.253,766.082
6.375,103.253,766.082
6.380,103.253,758.633
6.385,106.148,768.564
6.390,102.288,803.324
6.395,102.288,805.807
6.400,103.253,820.704
6.405,101.323,810.773
6.410,101.323,800.841
6.415,102.288,810.773
6.420,103.253,803.324
6.425,104.218,798.359
6.430,103.253,798.359
6.435,103.253,793.393
6.440,103.253,790.910
6.445,101.323,783.461
6.450,100.358,783.461
6.455,101.323,793.393
6.460,104.218,780.979
6.465,103.253,778.496
6.470,102.288,768.564
6.475,104.218,776.013
6.480,103.253,785.944
6.485,103.253,778.496
6.490,102.288,766.082
6.495,107.113,776.013
6.500,106.148,766.082
6.505,103.253,756.150
6.510,104.218,733.805
6.515,103.253,694.079
6.520,104.218,706.493
6.525,93.604,704.010
6.530,103.253,713.942
6.535,104.218,691.596
6.540,102.288,696.562
6.545,102.288,691.596
6.550,104.218,689.113
6.555,104.218,691.596
6.560,102.288,686.631
6.565,103.253,699.045
6.570,107.113,686.631
6.575,104.218,743.736
6.580,105.183,748.702
6.585,102.288,728.839
6.590,102.288,736.287
6.595,102.288,731.322
6.600,102.288,731.322
6.605,104.218,711.459
6.610,102.288,718.908
6.615,104.218,708.976
6.620,102.288,728.839
6.625,102.288,728.839
6.630,100.358,708.976
6.635,100.358,721.390
6.640,102.288,708.976
6.645,102.288,706.493
6.650,104.218,711.459
6.655,100.358,713.942
6.660,103.253,704.010
6.665,102.288,713.942
6.670,100.358,706.493
6.675,101.323,694.079
6.680,102.288,676.699
6.685,106.148,676.699
6.690,102.288,686.631
6.695,102.288,686.631
6.700,104.218,671.733
6.705,101.323,671.733
6.710,106.148,666.768
6.715,106.148,674.216
6.720,100.358,671.733
6.725,102.288,676.699
6.730,100.358,659.319
6.735,104.218,659.319
6.740,104.218,671.733
6.745,101.323,666.768
6.750,99.393,669.251
6.755,100.358,671.733
6.760,102.288,671.733
6.765,101.323,679.182
6.770,99.393,656.836
6.775,102.288,661.802
6.780,102.288,674.216
6.785,99.393,671.733
6.790,97.463,661.802
6.795,99.393,661.802
6.800,103.253,656.836
6.805,99.393,654.354
6.810,99.393,651.871
6.815,102.288,649.388
6.820,99.393,654.354
6.825,100.358,651.871
6.830,98.428,646.905
6.835,102.288,644.422
6.840,99.393,644.422
6.845,98.428,646.905
6.850,100.358,634.491
6.855,102.288,632.008
6.860,100.358,624.559
6.865,100.358,617.111
6.870,99.393,624.559
6.875,102.288,619.594
6.880,98.428,614.628
6.885,100.358,629.525
6.890,99.393,614.628
6.895,98.428,614.628
6.900,96.498,609.662
6.905,96.498,607.180
6.910,100.358,599.731
6.915,102.288,599.731
6.920,96.498,604.697
6.925,96.498,599.731
6.930,98.428,612.145
6.935,96.498,614.628
6.940,98.428,614.628
6.945,104.218,609.662
6.950,96.498,607.180
6.955,83.954,612.145
6.960,96.498,607.180
6.965,97.463,607.180
6.970,96.498,604.697
6.975,96.498,594.765
6.980,97.463,609.662
6.985,95.533,599.731
6.990,99.393,592.282
6.995,94.569,594.765
7.000,94.569,584.834
7.005,96.498,592.282
7.010,98.428,599.731
7.015,98.428,589.800
7.020,94.569,587.317
7.025,98.428,589.800
7.030,94.569,574.903
7.035,92.639,569.937
7.040,95.533,567.454
7.045,95.533,572.420
7.050,93.604,560.006
7.055,95.533,569.937
7.060,96.498,569.937
7.065,92.639,564.971
7.070,96.498,557.523
7.075,98.428,567.454
7.080,93.604,567.454
7.085,96.498,547.591
7.090,93.604,550.074
7.095,94.569,567.454
7.100,94.569,540.143
7.105,90.709,545.108
7.110,92.639,569.937
7.115,90.709,562.488
7.120,91.674,547.591
7.125,91.674,555.040
7.130,91.674,550.074
7.135,93.604,540.143
7.140,90.709,550.074
7.145,91.674,542.626
7.150,91.674,542.626
7.155,90.709,545.108
7.160,90.709,550.074
7.165,91.674,542.626
7.170,88.779,547.591
7.175,90.709,547.591
7.180,90.709,540.143
7.185,91.674,535.177
7.190,90.709,537.660
7.195,88.779,542.626
7.200,91.674,535.177
7.205,90.709,532.694
7.210,90.709,525.246
7.215,88.779,525.246
7.220,90.709,520.280
7.225,90.709,527.729
7.230,88.779,527.729
7.235,88.779,515.314
7.240,90.709,510.349
7.245,88.779,515.314
7.250,90.709,517.797
7.255,88.779,505.383
7.260,86.849,512.831
7.265,88.779,490.486
7.270,87.814,480.554
7.275,84.919,480.554
7.280,86.849,475.589
7.285,84.919,475.589
7.290,86.849,490.486
7.295,83.954,478.072
7.300,84.919,485.520
7.305,84.919,470.623
7.310,89.744,473.106
7.315,84.919,483.037
7.320,84.919,480.554
7.325,82.024,468.140
7.330,82.989,495.452
7.335,86.849,505.383
7.340,84.919,502.900
7.345,75.269,500.417
7.350,82.989,495.452
7.355,84.919,488.003
7.360,80.094,490.486
7.365,81.059,495.452
7.370,82.989,488.003
7.375,79.129,492.969
7.380,80.094,492.969
7.385,81.059,488.003
7.390,79.129,475.589
7.395,77.199,475.589
7.400,82.989,478.072
7.405,84.919,473.106
7.410,79.129,478.072
7.415,80.094,475.589
7.420,78.164,470.623
7.425,79.129,470.623
7.430,80.094,465.657
7.435,77.199,475.589
7.440,79.129,468.140
7.445,79.129,468.140
7.450,77.199,445.795
7.455,75.269,420.966
7.460,79.129,420.966
7.465,76.234,435.863
7.470,75.269,420.966
7.475,79.129,433.380
7.480,76.234,430.898
7.485,76.234,433.380
7.490,74.304,420.966
7.495,77.199,428.415
7.500,77.199,423.449
7.505,73.339,418.483
7.510,75.269,418.483
7.515,75.269,445.795
7.520,73.339,450.760
7.525,71.409,453.243
7.530,73.339,448.278
7.535,73.339,445.795
7.540,73.339,445.795
7.545,71.409,443.312
7.550,72.374,445.795
7.555,72.374,453.243
7.560,72.374,453.243
7.565,71.409,433.380
7.570,74.304,433.380
7.575,71.409,440.829
7.580,71.409,435.863
7.585,71.409,435.863
7.590,69.479,428.415
7.595,70.444,428.415
7.600,71.409,428.415
7.605,68.514,440.829
7.610,67.549,423.449
7.615,66.584,420.966
7.620,67.549,433.380
7.625,67.549,433.380
7.630,67.549,423.449
7.635,67.549,416.001
7.640,66.584,418.483
7.645,67.549,445.795
7.650,66.584,435.863
7.655,65.619,420.966
7.660,69.479,418.483
7.665,67.549,423.449
7.670,63.689,428.415
7.675,67.549,416.001
7.680,63.689,416.001
7.685,64.654,416.001
7.690,65.619,420.966
7.695,63.689,420.966
7.700,65.619,411.035
7.705,61.759,411.035
7.710,67.549,411.035
7.715,63.689,408.552
7.720,63.689,408.552
7.725,63.689,406.069
7.730,58.864,408.552
7.735,63.689,406.069
7.740,61.759,403.586
7.745,61.759,398.621
7.750,61.759,391.172
7.755,60.794,396.138
7.760,68.514,401.103
7.765,55.969,398.621
7.770,65.619,388.689
7.775,61.759,396.138
7.780,63.689,391.172
7.785,61.759,398.621
7.790,58.864,393.655
7.795,58.864,386.206
7.800,59.829,388.689
7.805,59.829,391.172
7.810,59.829,386.206
7.815,59.829,383.724
7.820,60.794,388.689
7.825,59.829,393.655
7.830,64.654,391.172
7.835,57.899,393.655
7.840,65.619,388.689
7.845,57.899,388.689
7.850,55.969,388.689
7.855,57.899,386.206
7.860,57.899,386.206
7.865,57.899,381.241
7.870,55.004,386.206
7.875,59.829,378.758
7.880,55.969,386.206
7.885,55.969,376.275
7.890,58.864,386.206
7.895,55.969,383.724
7.900,55.004,376.275
7.905,57.899,371.309
7.910,57.899,373.792
7.915,55.969,373.792
7.920,55.004,376.275
7.925,48.249,368.827
7.930,53.074,366.344
7.935,52.109,371.309
7.940,55.969,353.929
7.945,56.934,371.309
7.950,56.934,373.792
7.955,54.039,356.412
7.960,54.039,356.412
7.965,57.899,361.378
7.970,53.074,356.412
7.975,52.109,351.447
7.980,57.899,346.481
7.985,55.969,378.758
7.990,55.004,363.861
7.995,51.144,353.929
8.000,52.109,351.447
8.005,55.004,361.378
8.010,54.039,363.861
8.015,54.039,356.412
8.020,55.969,346.481
8.025,55.004,331.584
8.030,55.004,353.929
8.035,51.144,351.447
8.040,55.969,348.964
8.045,54.039,343.998
8.050,54.039,346.481
8.055,54.039,353.929
8.060,54.039,348.964
8.065,52.109,343.998
8.070,54.039,334.067
8.075,50.179,341.515
8.080,53.074,343.998
8.085,55.969,339.032
8.090,55.969,336.550
8.095,55.969,334.067
8.100,53.074,334.067
8.105,50.179,331.584
8.110,52.109,334.067
8.115,55.969,324.135
8.120,57.899,324.135
8.125,55.969,343.998
8.130,52.109,314.204
8.135,52.109,324.135
8.140,53.074,331.584
8.145,53.074,314.204
8.150,55.969,324.135
8.155,54.039,316.687
8.160,55.969,311.721
8.165,54.039,319.170
8.170,54.039,316.687
8.175,53.074,326.618
8.180,56.934,319.170
8.185,55.004,329.101
8.190,52.109,326.618
8.195,52.109,314.204
8.200,56.934,329.101
8.205,54.039,281.927
8.210,55.969,286.893
8.215,52.109,269.513
8.220,53.074,264.547
8.225,58.864,229.787
8.230,53.074,254.616
8.235,55.969,304.273
8.240,54.039,286.893
8.245,57.899,247.167
8.250,55.969,259.581
8.255,55.969,276.961
8.260,53.074,281.927
8.265,55.969,299.307
8.270,55.969,294.341
8.275,55.969,281.927
8.280,57.899,309.238
8.285,57.899,329.101
8.290,57.899,289.375
8.295,55.969,284.410
8.300,57.899,279.444
8.305,56.934,301.790
8.310,55.004,306.755
8.315,59.829,299.307
8.320,56.934,289.375
8.325,55.969,279.444
8.330,55.969,289.375
8.335,54.039,309.238
8.340,57.899,279.444
8.345,56.934,269.513
8.350,58.864,284.410
8.355,60.794,294.341
8.360,55.969,284.410
8.365,57.899,294.341
8.370,57.899,291.858
8.375,58.864,284.410
8.380,59.829,291.858
8.385,57.899,259.581
8.390,55.969,229.787
8.395,57.899,257.099
8.400,57.899,254.616
8.405,55.969,244.684
8.410,55.004,237.236
8.415,55.969,234.753
8.420,55.969,232.270
8.425,56.934,237.236
8.430,57.899,244.684
8.435,60.794,252.133
8.440,55.969,229.787
8.445,65.619,227.304
8.450,55.969,264.547
8.455,55.004,276.961
8.460,55.969,267.030
8.465,59.829,276.961
8.470,59.829,269.513
8.475,55.969,264.547
8.480,59.829,257.099
8.485,57.899,267.030
8.490,57.899,271.996
8.495,60.794,264.547
8.500,57.899,264.547
8.505,55.969,259.581
8.510,55.969,264.547
8.515,57.899,269.513
8.520,57.899,262.064
8.525,59.829,267.030
8.530,59.829,257.099
8.535,55.969,267.030
8.540,57.899,244.684
8.545,59.829,259.581
8.550,58.864,274.478
8.555,54.039,247.167
8.560,57.899,262.064
8.565,59.829,259.581
8.570,57.899,262.064
8.575,57.899,257.099
8.580,58.864,249.650
8.585,58.864,249.650
8.590,55.004,249.650
8.595,59.829,257.099
8.600,58.864,262.064
8.605,58.864,254.616
8.610,56.934,247.167
8.615,55.969,252.133
8.620,55.969,247.167
8.625,57.899,244.684
8.630,58.864,254.616
8.635,55.969,242.201
8.640,56.934,234.753
8.645,58.864,242.201
8.650,58.864,249.650
8.655,58.864,249.650
8.660,55.969,234.753
8.665,59.829,237.236
8.670,58.864,237.236
8.675,56.934,232.270
8.680,57.899,237.236
8.685,59.829,242.201
8.690,55.969,249.650
8.695,55.004,212.407
8.700,56.934,212.407
8.705,58.864,227.304
8.710,61.759,237.236
8.715,59.829,242.201
8.720,63.689,232.270
8.725,57.899,209.924
8.730,57.899,214.890
8.735,60.794,219.856
8.740,56.934,237.236
8.745,55.004,234.753
8.750,55.969,217.373
8.755,56.934,232.270
8.760,57.899,217.373
8.765,61.759,227.304
8.770,59.829,229.787
8.775,59.829,234.753
8.780,57.899,224.822
8.785,55.969,214.890
8.790,55.004,217.373
8.795,55.969,217.373
8.800,57.899,214.890
8.805,57.899,222.339
8.810,57.899,219.856
8.815,55.969,209.924
8.820,57.899,202.476
8.825,58.864,204.959
8.830,50.179,217.373
8.835,55.969,204.959
8.840,56.934,209.924
8.845,55.969,199.993
8.850,57.899,207.442
8.855,62.724,207.442
8.860,59.829,202.476
8.865,57.899,209.924
8.870,55.004,197.510
8.875,55.969,212.407
8.880,57.899,187.579
8.885,55.969,207.442
8.890,57.899,204.959
8.895,60.794,202.476
8.900,61.759,199.993
8.905,57.899,199.993
8.910,55.969,190.062
8.915,50.179,182.613
8.920,58.864,192.545
8.925,63.689,185.096
8.930,57.899,180.130
8.935,54.039,170.199
8.940,54.039,145.371
8.945,56.934,152.819
8.950,59.829,172.682
8.955,55.969,185.096
8.960,57.899,167.716
8.965,59.829,157.785
8.970,57.899,157.785
8.975,57.899,162.750
8.980,56.934,160.268
8.985,57.899,170.199
8.990,55.004,155.302
8.995,60.794,175.165
9.000,72.374,182.613
9.005,58.864,192.545
9.010,58.864,195.027
9.015,59.829,190.062
9.020,60.794,182.613
9.025,59.829,162.750
9.030,57.899,175.165
9.035,59.829,167.716
9.040,58.864,177.648
9.045,57.899,167.716
9.050,58.864,150.336
9.055,55.004,145.371
9.060,55.969,140.405
9.065,55.969,145.371
9.070,54.039,162.750
9.075,57.899,160.268
9.080,52.109,145.371
9.085,52.109,145.371
9.090,54.039,150.336
9.095,54.039,135.439
9.100,54.039,135.439
9.105,55.969,140.405
9.110,58.864,140.405
9.115,56.934,145.371
9.120,58.864,145.371
9.125,57.899,157.785
9.130,61.759,162.750
9.135,56.934,165.233
9.140,59.829,147.853
9.145,55.969,100.679
9.150,60.794,90.748
9.155,57.899,95.714
9.160,55.969,105.645
9.165,55.969,83.299
9.170,54.039,68.402
9.175,57.899,78.334
9.180,56.934,78.334
9.185,57.899,80.817
9.190,59.829,88.265
9.195,59.829,83.299
9.200,58.864,85.782
9.205,57.899,100.679
9.210,61.759,132.956
9.215,59.829,127.991
9.220,56.934,123.025
9.225,57.899,118.059
9.230,57.899,113.094
9.235,56.934,120.542
9.240,59.829,135.439
9.245,61.759,147.853
9.250,57.899,137.922
9.255,57.899,132.956
9.260,57.899,125.508
9.265,58.864,127.991
9.270,57.899,127.991
9.275,55.969,130.473
9.280,66.584,140.405
9.285,59.829,123.025
9.290,57.899,130.473
9.295,57.899,135.439
9.300,58.864,132.956
9.305,57.899,130.473
9.310,56.934,127.991
9.315,59.829,127.991
9.320,56.934,130.473
9.325,57.899,130.473
9.330,55.969,78.334
9.335,58.864,75.851
9.340,56.934,60.954
9.345,59.829,55.988
9.350,58.864,68.402
9.355,61.759,60.954
9.360,55.969,60.954
9.365,57.899,53.505
9.370,57.899,55.988
9.375,55.969,55.988
9.380,57.899,51.022
9.385,57.899,58.471
9.390,55.969,75.851
9.395,54.039,98.196
9.400,55.969,103.162
9.405,55.004,100.679
9.410,53.074,95.714
9.415,54.039,103.162
9.420,52.109,120.542
9.425,54.039,123.025
9.430,55.969,110.611
9.435,55.004,115.576
9.440,54.039,115.576
9.445,57.899,120.542
9.450,53.074,120.542
9.455,53.074,110.611
9.460,53.074,110.611
9.465,54.039,110.611
9.470,56.934,120.542
9.475,52.109,118.059
9.480,52.109,110.611
9.485,52.109,110.611
9.490,53.074,105.645
9.495,54.039,115.576
9.500,50.179,110.611
9.505,55.969,108.128
9.510,52.109,105.645
9.515,54.039,110.611
9.520,53.074,95.714
9.525,52.109,100.679
9.530,53.074,95.714
9.535,51.144,98.196
9.540,53.074,98.196
9.545,54.039,90.748
9.550,48.249,93.231
9.555,52.109,98.196
9.560,52.109,93.231
9.565,50.179,95.714
9.570,52.109,95.714
9.575,52.109,95.714
9.580,51.144,90.748
9.585,51.144,98.196
9.590,52.109,95.714
9.595,55.969,103.162
9.600,53.074,105.645
9.605,54.039,98.196
9.610,54.039,103.162
9.615,52.109,98.196
9.620,52.109,100.679
9.625,55.969,103.162
9.630,49.214,103.162
9.635,48.249,98.196
9.640,51.144,100.679
9.645,51.144,103.162
9.650,52.109,98.196
9.655,52.109,90.748
9.660,50.179,105.645
9.665,54.039,100.679
9.670,51.144,100.679
9.675,52.109,100.679
9.680,50.179,93.231
9.685,49.214,93.231
9.690,52.109,88.265
9.695,48.249,95.714
9.700,50.179,90.748
9.705,49.214,80.817
9.710,53.074,78.334
9.715,51.144,80.817
9.720,49.214,78.334
9.725,53.074,85.782
9.730,52.109,83.299
9.735,52.109,83.299
9.740,50.179,80.817
9.745,52.109,83.299
9.750,50.179,85.782
9.755,49.214,80.817
9.760,49.214,85.782
9.765,50.179,70.885
9.770,49.214,78.334
9.775,51.144,93.231
9.780,51.144,98.196
9.785,46.319,100.679
9.790,56.934,83.299
9.795,52.109,88.265
9.800,51.144,93.231
9.805,51.144,90.748
9.810,52.109,100.679
9.815,50.179,88.265
9.820,49.214,90.748
9.825,49.214,83.299
9.830,49.214,90.748
9.835,51.144,88.265
9.840,49.214,83.299
9.845,52.109,90.748
9.850,50.179,80.817
9.855,50.179,88.265
9.860,48.249,88.265
9.865,46.319,88.265
9.870,48.249,85.782
9.875,49.214,73.368
9.880,50.179,68.402
9.885,55.969,65.920
9.890,50.179,73.368
9.895,53.074,73.368
9.900,52.109,63.437
9.905,50.179,68.402
9.910,50.179,63.437
9.915,48.249,75.851
9.920,45.354,65.920
9.925,48.249,70.885
9.930,53.074,63.437
9.935,52.109,68.402
9.940,47.284,70.885
9.945,48.249,68.402
9.950,50.179,75.851
9.955,47.284,85.782
9.960,46.319,78.334
9.965,48.249,78.334
9.970,49.214,78.334
9.975,50.179,70.885
9.980,53.074,68.402
9.985,49.214,73.368
9.990,48.249,70.885
9.995,53.074,83.299
10.000,50.179,83.299
10.005,47.284,80.817
10.010,49.214,70.885
10.015,50.179,73.368
10.020,50.179,73.368
10.025,48.249,78.334
10.030,49.214,75.851
10.035,49.214,78.334
10.040,48.249,75.851
10.045,49.214,73.368
10.050,49.214,68.402
10.055,48.249,60.954
10.060,48.249,60.954
10.065,50.179,53.505
10.070,50.179,53.505
10.075,52.109,60.954
10.080,51.144,53.505
10.085,51.144,26.194
10.090,48.249,23.711
10.095,55.004,16.263
10.100,54.039,18.745
10.105,52.109,18.745
10.110,51.144,16.263
10.115,53.074,23.711
10.120,52.109,21.228
10.125,51.144,23.711
10.130,51.144,31.160
10.135,51.144,38.608
10.140,50.179,31.160
10.145,52.109,46.057
10.150,52.109,60.954
10.155,51.144,63.437
10.160,51.144,60.954
10.165,51.144,58.471
10.170,52.109,65.920
10.175,57.899,58.471
10.180,53.074,65.920
10.185,53.074,65.920
10.190,52.109,63.437
10.195,53.074,65.920
10.200,52.109,63.437
10.205,53.074,63.437
10.210,53.074,63.437
10.215,54.039,60.954
10.220,52.109,65.920
10.225,57.899,65.920
10.230,53.074,58.471
10.235,54.039,51.022
10.240,53.074,55.988
10.245,52.109,51.022
10.250,53.074,51.022
10.255,53.074,53.505
10.260,55.969,48.540
10.265,61.759,46.057
10.270,53.074,21.228
10.275,54.039,11.297
10.280,51.144,11.297
10.285,53.074,8.814
10.290,54.039,8.814
10.295,52.109,8.814
10.300,54.039,11.297
10.305,50.179,11.297
10.310,52.109,23.711
10.315,54.039,21.228
10.320,52.109,18.745
10.325,53.074,23.711
10.330,53.074,23.711
10.335,52.109,55.988
10.340,52.109,53.505
10.345,49.214,53.505
10.350,53.074,58.471
10.355,50.179,55.988
10.360,49.214,53.505
10.365,52.109,46.057
10.370,53.074,51.022
10.375,53.074,48.540
10.380,52.109,43.574
10.385,53.074,53.505
10.390,50.179,51.022
10.395,50.179,53.505
10.400,52.109,51.022
10.405,50.179,46.057
10.410,50.179,41.091
10.415,50.179,41.091
10.420,53.074,46.057
10.425,54.039,43.574
10.430,52.109,33.643
10.435,50.179,38.608
10.440,52.109,33.643
10.445,52.109,38.608
10.450,54.039,41.091
10.455,55.969,33.643
10.460,49.214,41.091
10.465,53.074,36.125
10.470,54.039,41.091
10.475,50.179,33.643
10.480,50.179,43.574
10.485,53.074,43.574
10.490,54.039,46.057
10.495,51.144,46.057
10.500,54.039,43.574
10.505,52.109,43.574
10.510,52.109,43.574
10.515,54.039,43.574
10.520,55.969,43.574
10.525,54.039,41.091
10.530,55.969,41.091
10.535,57.899,36.125
10.540,55.969,41.091
10.545,57.899,36.125
10.550,55.969,38.608
10.555,52.109,41.091
10.560,54.039,41.091
10.565,56.934,46.057
10.570,55.969,38.608
10.575,54.039,41.091
10.580,53.074,36.125
10.585,58.864,36.125
10.590,57.899,28.677
10.595,55.969,28.677
10.600,58.864,38.608
10.605,55.969,31.160
10.610,57.899,31.160
10.615,57.899,33.643
10.620,61.759,26.194
10.625,57.899,31.160
10.630,59.829,31.160
10.635,59.829,31.160
10.640,55.969,28.677
10.645,57.899,28.677
10.650,59.829,28.677
10.655,59.829,31.160
10.660,57.899,31.160
10.665,59.829,43.574
10.670,59.829,38.608
10.675,57.899,33.643
10.680,57.899,36.125
10.685,59.829,33.643
10.690,56.934,36.125
10.695,56.934,36.125
10.700,59.829,36.125
10.705,59.829,36.125
10.710,55.969,31.160
10.715,50.179,33.643
10.720,58.864,33.643
10.725,56.934,33.643
10.730,57.899,33.643
10.735,55.969,33.643
10.740,57.899,28.677
10.745,56.934,31.160
10.750,58.864,33.643
10.755,57.899,33.643
10.760,59.829,28.677
10.765,58.864,26.194
10.770,57.899,21.228
10.775,55.969,18.745
10.780,57.899,23.711
10.785,57.899,26.194
10.790,64.654,23.711
10.795,55.004,23.711
10.800,56.934,23.711
10.805,55.004,18.745
10.810,54.039,26.194
10.815,60.794,23.711
10.820,55.004,21.228
10.825,54.039,23.711
10.830,55.004,26.194
10.835,54.039,23.711
10.840,55.969,26.194
10.845,55.969,31.160
10.850,55.969,33.643
10.855,55.969,28.677
10.860,55.004,28.677
10.865,54.039,26.194
10.870,54.039,23.711
10.875,55.004,28.677
10.880,54.039,28.677
10.885,54.039,28.677
10.890,55.004,21.228
10.895,54.039,26.194
10.900,56.934,26.194
10.905,57.899,21.228
10.910,53.074,26.194
10.915,51.144,26.194
10.920,52.109,26.194
10.925,45.354,23.711
10.930,52.109,23.711
10.935,53.074,23.711
10.940,54.039,18.745
10.945,54.039,21.228
10.950,53.074,18.745
10.955,52.109,16.263
10.960,52.109,16.263
10.965,49.214,16.263
10.970,52.109,21.228
10.975,56.934,21.228
10.980,54.039,16.263
10.985,49.214,16.263
10.990,49.214,16.263
10.995,52.109,23.711
11.000,50.179,23.711
11.005,52.109,13.780
11.010,51.144,21.228
11.015,48.249,16.263
11.020,52.109,23.711
11.025,49.214,-1.117
11.030,48.249,-1.117
11.035,50.179,-1.117
11.040,49.214,-1.117
11.045,50.179,-1.117
11.050,45.354,-1.117
11.055,51.144,-1.117
11.060,49.214,-1.117
11.065,48.249,-1.117
11.070,49.214,-1.117
11.075,48.249,-1.117
11.080,46.319,-1.117
11.085,45.354,-1.117
11.090,48.249,18.745
11.095,46.319,18.745
11.100,45.354,16.263
11.105,48.249,21.228
11.110,48.249,16.263
11.115,46.319,13.780
11.120,45.354,13.780
11.125,48.249,16.263
11.130,36.669,16.263
